date,text,state,query_term
2020-05-05 18:16:08+00:00,"Don Jr. tweets: ""It’s long past due for states to end the one-size-fits all approach to business closures and instead begin to use some common sense"" http://redstatewatcher.com/article.asp?id=165544",Alabama,business closures
2020-05-03 14:14:12+00:00,"“I don’t want there to be a big outbreak and another big scare,” store owner Garnet Holt said. “But for business people, I want tourism to pick up a little bit.” How Alabama’s beach businesses prepare for a surge of visitors following pandemic closures: https://trib.al/P6HA6EB",Alabama,business closures
2020-05-05 21:37:33+00:00,People complaining about stay-at-home orders and business closures should learn some history about the sacrifices made by earlier generations. Sorry you can't get a #Haircut or eat out and you need a #facemask to go shopping #coronavirus #StayHome,Arizona,business closures
2020-05-04 16:13:47+00:00,"But two Arizona sheriff's have announced they won't be enforcing business closures, bringing some real wild west vibes back to Mohave and Pinal Counties. ",Arizona,business closures
2020-05-06 05:09:41+00:00,"ALL FORCED BUSINESS CLOSURES AND SHELTER IN PLACE ORDERS ARE ILLEGAL AND UNCONSTITUTIONAL!!! EVERYONE SHOULD HAVE IGNORED THEM FROM THE BEGINNING!!! IF YOU'RE SCARED, STAY HOME!!!",Arkansas,business closures
2020-05-08 18:32:45+00:00,"https://www.dailykos.com/stories/2020/5/7/1943353/-Georgia-s-reopening-results-in-60-000-out-of-state-visitors-a-day-coming-to-spread-the-virus?detail=emaildkre ""A University of Maryland analysis of anonymized smartphone data shows that Georgia Gov. Brian Kemp's lifting of state-ordered business closures has had the predictable, and warned-of, effect: More than 62,000 additional out-of-state visitors are arriving",California,business closures
2020-05-08 04:45:58+00:00,The other point regarding business closures is because each county needs to show they can turn back on without overburdening our health care system. Most counties are showing that now so that is why we will go through a planned step by step openings. Least vulnerable first,California,business closures
2020-05-08 01:47:25+00:00,"Sad, B-L (@BarbaraLeeNews8 ). Loved that place a lot. One of the best healthy buffets anywhere. If this sets a precedent for the closure of buffets, it would be devastating for the restaurant business and could set a chain reaction for other such buffets as @BaronaCasino .",California,business closures
2020-05-08 01:38:51+00:00,The digital divide hurts lower-income students during coronavirus - Business Insider - https://www.businessinsider.com/digital-divide-hurts-lower-income-students-during-coronavirus-2020-5?fbclid=IwAR02_srUcIu6EiOIenuchfQoVxc-nOrJW1_MHNcAQxSzfm0VaPT7BtncLBs on @bi_strategy,California,business closures
2020-05-07 14:57:16+00:00,"Ok doc. If you would like to hide and cower, feel free. I will not. If you follow the facts and data, they do not justify the closure of ANY business, nor does it justify the taking of liberties, such as denying going to said businesses or outside for that matter. ",California,business closures
2020-05-06 21:26:34+00:00,"In California, same issue too, this barber owner came to work seeing his locks were changed. https://www.cnn.com/2020/04/30/us/businesses-defy-coronavirus-orders/index.html",California,business closures
2020-05-05 22:12:56+00:00,It's back to business for Parlier's barbershops &amp; hair salons. Parlier is one of the first cities in the state to reopen these small businesses. A local barber shares the safety guidelines he's following as he reopens. My latest for @ABC30. #ReopenCA,California,business closures
2020-05-05 20:44:36+00:00,@realDonaldTrump @VP Can't wait to travel! $UAL $AAL Planning trips with gf's! Could the airlines add UV lights to kill virus to the HVAC systems? I believe that will make the public feel safe to travel.,California,business closures
2020-05-05 19:58:14+00:00,@GavinNewsom How do I try out a new mattress if I can't go to the store? Why are 30 million people out of work to save the elderly? How does this help the economy? Enough already open up!! https://voiceofoc.org/2020/05/orange-county-officials-wont-enforce-business-closures-during-coronavirus-pandemic-gov-newsom-to-reopen-limited-retail-friday/,California,business closures
2020-05-05 09:54:25+00:00,New story on @NPR: Calif. Governor Says State Will Begin Easing Coronavirus Closures https://ift.tt/3b69UZi #business #businessnews,California,business closures
2020-05-05 03:09:28+00:00,"Orange County Officials Won’t Enforce Business Closures During Coronavirus Pandemic, Gov. Newsom to Reopen Limited Retail Friday https://voiceofoc.org/2020/05/orange-county-officials-wont-enforce-business-closures-during-coronavirus-pandemic-gov-newsom-to-reopen-limited-retail-friday/ via @voiceofoc",California,business closures
2020-05-05 03:07:24+00:00,"In a time of social distancing and mandatory business closures, small business owners are turning to mobility to stay connected to their customers.Learn how #mobility is helping three small businesses stay in business. https://oal.lu/VW6G2",California,business closures
2020-05-04 20:03:18+00:00,"Thread by @MattPStout: A view of the protest outside Mass. State House against @CharlieBakerMA’s business closure order and stay-at-home adviis is communism!” someone shouts from the crowd on both sides of Beacon Street #COVID In last 30 minutes, the ral…",California,business closures
2020-05-04 19:54:38+00:00,Kern county abandoned all county orders for enforcement on economic closure. So if you want to do business you can with only the fear of the news or other groups trying to shame you. We will support you.,California,business closures
2020-05-03 16:33:41+00:00,@GavinNewsom A reminder that ur irrational closure policies r the ruin of small towns thruout our 58 counties... This is a river deck bar/rest that had to lay off employees &amp; already struggles to keep Seasonal business going... @BillDoddCA @AsmJimCooper @JohnGaramendi,California,business closures
2020-05-09 00:07:16+00:00,"Only crazy folks, and you are one, think temporary closure of a business for public safety is tyranny.",Colorado,business closures
2020-05-05 14:29:38+00:00,Connecticut is the 40th state to order the closure of K-12 schools for the remainder of the academic year ,Connecticut,business closures
2020-05-04 14:59:25+00:00,"By @drzewieckinbh Business closures, layoffs, deaths and other effects of the coronavirus pandemic can be quantified, but the human impact is more subjective. ",Connecticut,business closures
2020-05-09 10:10:03+00:00,The forced closure of Maryland’s casinos since mid-March has left quite a hole in state coffers — something like a $60 million divot. ,DC,business closures
2020-05-08 23:25:00+00:00,"Despite local business closures, florists big and small report their delivery slots on Mother's Day filled up earlier and faster than usual this year. ",DC,business closures
2020-05-08 15:30:18+00:00,"Decision on extending stay-at-home, business closure orders beyond May 15 will come closer to May 15, Bowser said",DC,business closures
2020-05-08 15:02:54+00:00,Great insight from Gusto CFO Mike Dinsdale on how it's getting through the downturn while its core business -- small companies -- are reeling from mandated closures. ,DC,business closures
2020-05-08 14:48:11+00:00,"Maryland officially has 2 new laws to protect students: 1-a law that requires all schools have a closure/going-out-of-business plan, which sadly seems all the more important 2-Vets Edu Protection Act closes the 90/10 loophole (first in the nation!)",DC,business closures
2020-05-08 14:30:25+00:00,MORE: Widespread business closures and layoffs pushed the U.S. Asian unemployment rate from 2.5% in February to a staggering 14.5% in April—the highest level recorded based in available BLS data beginning in 2003. ,DC,business closures
