date,text,state,query_term
2020-04-11 17:12:47+00:00,"lil_man_lukas & I doing happy dance thnx to chef_jr_rusgrove. JR’s a fabu chef, dear friend, and all around great guy! Despite the temporary closure of his popular restaurants he’s maintaining his signature positive… https://www.instagram.com/p/B-2SAA3DlTI/?igshid=12up7ev8rtexa",Connecticut,restaurant closure
2020-04-08 23:49:21+00:00,the folks at the infatuation have been absolutely crushing with how they've responded to restaurant closures. i have always been so impressed with their creativity and it's showing now more than ever ,Connecticut,restaurant closure
2020-04-25 21:39:05+00:00,"All I’m saying is, you may think you understand the implications of massive bar/restaurant closures, but it will be devastating to both the economy and the overall cultural makeup of the entire country. This will be a mile marker in American culture, that should scare all of us",DC,restaurant closure
2020-04-23 13:35:01+00:00,Guajillo in Arlington is the latest local restaurant to take its insurer to court. Its attorneys are using case law from 9/11 when the government mandated the closure of Reagan National and U.S. Airways argued biz interruption insurance should kick in. ,DC,restaurant closure
2020-04-02 13:05:32+00:00,"For more on worldwide restaurant closures and their impact on the global food system, some amazing work here: ",Massachusetts,restaurant closure
2020-04-29 20:34:43+00:00,This week I donated the money that I got from @BookCameo to the @RWCFUSA who are helping restaurant workers affected by closures due to Covid-19. If you wanna help me raise some more money for charity and get a personalized video check out my Cameo page: ,New York,restaurant closure
2020-04-22 11:39:43+00:00,"“Perhaps most troubling: 28% of restaurants said they don't believe they can survive another month of closure, and only 1 out of 5 are certain they can sustain their businesses until normal operations can resume.” #saverestaurants",New York,restaurant closure
2020-04-25 21:39:05+00:00,"All I’m saying is, you may think you understand the implications of massive bar/restaurant closures, but it will be devastating to both the economy and the overall cultural makeup of the entire country. This will be a mile marker in American culture, that should scare all of us",Washington,restaurant closure
2020-04-23 13:35:01+00:00,Guajillo in Arlington is the latest local restaurant to take its insurer to court. Its attorneys are using case law from 9/11 when the government mandated the closure of Reagan National and U.S. Airways argued biz interruption insurance should kick in. ,Washington,restaurant closure
