date,text,state,query_term
2020-02-07 05:37:47+00:00,"THIS is #MikePence seriously suggesting the elimination of #SpeakerOfTheHouse. I guess for now, he’s ok with the House of Representatives - but no speaker. I’ll say it again for the 100th time, Tяump will figure out a way to “postpone” the 2020 election ",DC,election postpone
2020-02-21 12:01:26+00:00,"Trump will postpone #2020Elections due to ""Ukrainian interference reports,"" until he can install election machines from China (that use Ivanka's patents). GOP will wring their hands, until Russian-skewed numbers keep them in office illegally. #FridayThoughts",New York,election postpone
2020-02-07 05:37:47+00:00,"THIS is #MikePence seriously suggesting the elimination of #SpeakerOfTheHouse. I guess for now, he’s ok with the House of Representatives - but no speaker. I’ll say it again for the 100th time, Tяump will figure out a way to “postpone” the 2020 election ",Washington,election postpone
